label,text,cleaned_text
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,start not stop pray good idea help guy ill forward link
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,hi darlin helens fone go to prince nite come tb love Kate
ham,I'm in office now da:)where are you?,office dawhere
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,Aiyar poor thing support Jia think
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,oh unintentionally bad timing great finger train play min warning
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,garden ready summer free selection summer bulb seed worth Scotsman Saturday stop go notxtcouk
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),come wenever lik come tel vikky come get free time
ham,Pls call me da. What happen.,pls da happen
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",happy new year ur family new year bring happiness stability tranquility ur vibrant colourful life
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,problem renewal ill right away not know detail
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,Idk sit stop shop parking lot right bawl eye feel like failure want feel like fail
ham,Haven't left yet so probably gonna be here til dinner,leave probably go to til dinner
ham,"Like  &lt;#&gt; , same question",like ltgt question
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,new YEARS EVE ok go party BOYFRIEND SI HEY
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",Sir need Velusamy sir date birth company bank facility detail
ham,K k:) sms chat with me.,sm chat
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,come karnan car wait till pm directly goto doctor
ham,No but the bluray player can,bluray player
ham,Ok... Then r we meeting later?,ok meet later
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,lol need cash nitro hurry come crash
ham,Just send a text. We'll skype later.,send text skype later
ham,Ok leave no need to ask,ok leave need ask
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrat mobile Videophones videochat wid ur mate play java game Dload polypH music noline rentl bx ip we
ham,ÌÏ still got lessons?  ÌÏ in sch?,get lesson sch
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,dun believe leh tot tell true thk muz tog believe
ham,Oh did you charge camera,oh charge camera
ham,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",ive get salt rub open wound like
ham,Now i'm going for lunch.,go lunch
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,school da lab stuff
ham,Oh k. . I will come tomorrow,oh come tomorrow
ham,"Aight, text me tonight and we'll see what's up",aight text tonight
ham,U 2.,
ham,Water logging in desert. Geoenvironmental implications.,water log desert geoenvironmental implication
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,raji pls favour pls convey Birthday wish Nimya pl today birthday
ham,Company is very good.environment is terrific and food is really nice:),company goodenvironment terrific food nice
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",strange watch bed sweet dream miss
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,SMS AUCTION BRAND NEW Nokia auction today auction free join txt NOKIA
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",hi hope ok say text see let gently
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",babe fucking love know fuck good hear voice need crave adore Ahmad kiss
ham,K sure am in my relatives home. Sms me de. Pls:-),sure relative home Sms de Pls
ham,I sent them. Do you like?,send like
ham,"Fuuuuck I need to stop sleepin, sup",Fuuck need stop sleepin sup
ham,I'm in town now so i'll jus take mrt down later.,town jus mrt later
ham,I just cooked a rather nice salmon a la you,cook nice salmon la
ham,I uploaded mine to Facebook,upload Facebook
ham,WHAT TIME U WRKIN?,TIME wrkin
ham,Okie,okie
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,ree entry weekly comp chance win ipod txt POD entry std txt rate TC apply detail
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,record indicate maybe entitle pound compensation Accident claim free reply CLAIM msg stop txt STOP
ham,"Sorry, I'll call later",sorry later
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,oh oh Den muz change plan liao yan jiu
ham,"It's wylie, you in tampa or sarasota?",wylie tampa sarasota
ham,Ok... Take ur time n enjoy ur dinner...,ok ur time enjoy ur dinner
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,Darren say dat meet da ge den dun meet dinner cos later leave xy feel awkward Den meet lunch lor
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",spook mob Halloween collection logo pic message plus free eerie tone txt card SPOOK ze logo pic
ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,like cheap im happy splash wine make feel well
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,shes fine difficulty phone work pls send friend request
ham,Ugh my leg hurts. Musta overdid it on mon.,ugh leg hurt Musta overdo mon
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,Germany penny minute fix line access number prepayment direct access wwtelediscountcouk
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",ve WON Costa Del Sol Holiday await collection toClaim SAE TC POBox Stockport SKxh Cost pm maxmin
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,WOT STUDENT discount BOOKS
ham,Me fine..absolutly fine,fine absolutly fine
ham,How come she can get it? Should b quite diff to guess rite...,come diff guess rite
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,mobile mth update free Oranges late colour camera mobile unlimited weekend call Mobile upd freefone stoptxt
ham,I will reach ur home in  &lt;#&gt;  minutes,reach ur home ltgt minute
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",Babe answer maybe well reboot YM get photo great
ham,Hi.what you think about match?,hiwhat think match
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",know thinkin malaria relax child not handle malaria bad gastroenteritis take replace loss temp reduce malaria med vomit self limit illness mean day completely stop
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,Dai download exe file run exe instal
ham,It is only yesterday true true.,yesterday true true
ham,K.k.how is your business now?,kkhow business
ham,3 pa but not selected.,pa select
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,Natalja invite friend Reply YES NO wwsmsacunat STOP send stop FRND
ham,I keep ten rs in my shelf:) buy two egg.,rs shelf buy egg
ham,I am late. I will be there at,late
ham,Well thats nice. Too bad i cant eat it,nice bad not eat
ham,I accidentally brought em home in the box,accidentally bring em home box
ham,Pls she needs to dat slowly or she will vomit more.,pls need dat slowly vomit
ham,I have to take exam with in march 3,exam march
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",jane babe goin wrk feel ill lst nite fone cover chuck
ham,5 nights...We nt staying at port step liao...Too ex,night not stay port step liao ex
ham,If I die I want u to have all my stuffs.,die want stuff
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",oh FUCK JUSWOKE bed boatin DOCKS SLEPT WID year OLD SPINOUT GIV DA GOSSIP LR xx
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,smile Pleasure Smile Pain Smile trouble pour like Rain Smile sum hurt Smile becoz love smiling
ham,Prabha..i'm soryda..realy..frm heart i'm sory,Prabha im soryda realy frm heart sory
ham,I re-met alex nichols from middle school and it turns out he's dealing!,meet alex nichols middle school turn deal
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,private Account Statement fone show un redeem point Identifier Code expire
ham,It means u could not keep ur words.,mean ur word
ham,"Nope, I'm still in the market",nope market
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,realise busy guy try bother exam outta way try car gr day
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,choose receive AWARD pls claim number collect award select receive value mobile customer
ham,Hey what how about your project. Started aha da.,hey project start aha da
ham,Ok cool. See ya then.,ok cool ya
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,uworld site buy qbank buy self assessment
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion Jada Kusruthi lovable silent spl character mature stylish simple Pls reply
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,Someonone know try contact date service find mobile landline BOXSKch
ham,Yeah I can still give you a ride,yeah ride
